player_id,short_name,long_name,player_positions,overall,potential,age,dob,height_cm,weight_kg,nationality_name,club_name,league_id,league_name,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,movement_reactions,mentality_composure,mentality_vision,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,player_traits
226517,Haris Hajradinović,Haris Hajradinović,"CM, CAM",76,76,32,1994-02-18,178,74,Bosnia and Herzegovina,Kasımpaşa,,Trendyol Süper Lig,Left,3,3,73,74,79,76,56,69,72,73,79,8,8,7,13,11,,"Finesse Shot, Dead Ball, Long Ball Pass, Whipped Pass, Jockey"
226790,Wilfred Ndidi,Wilfred Ndidi,"CDM, CM",76,76,29,1996-12-16,183,74,Nigeria,Beşiktaş,,Trendyol Süper Lig,Right,4,3,64,65,72,72,74,80,76,75,71,13,14,7,7,13,,Block
228245,Marvin Wanitzek,Marvin Wanitzek,"CM, LM, CAM",76,76,33,1993-05-07,179,74,Germany,Karlsruher SC,20,Bundesliga 2,Right,3,3,70,75,78,74,61,69,74,77,75,15,12,10,13,8,,"Finesse Shot, Dead Ball, Gamechanger, Incisive Pass, Whipped Pass, Relentless"
232104,Daniel James,Daniel James,"RM, RW",76,76,28,1997-11-10,171,63,Wales,Leeds United,13,Premier League,Right,4,3,94,71,68,76,50,68,75,75,70,7,6,11,15,9,,"Gamechanger, Rapid, Quick Step+"
243606,Keane Lewis-Potter,Keane Lewis-Potter,"LB, LM",76,79,25,2001-02-22,170,67,England,Brentford,13,Premier League,Right,4,3,77,67,72,77,70,64,75,74,74,9,12,9,14,13,,Technical
245597,Víctor Gómez,Víctor Gómez Perea,"RB, RM",76,79,26,2000-04-01,169,68,Spain,SC Braga,,Liga Portugal,Right,4,3,82,51,74,76,70,74,77,70,76,11,9,12,12,6,,"Long Ball Pass, Whipped Pass, Block, Anticipate, Relentless"
264172,Carmona,José Ángel Carmona Navarro,"RB, RM, RW",76,84,24,2002-01-29,183,80,Spain,Sevilla FC,53,LALIGA EA SPORTS,Right,3,3,80,65,69,73,73,67,74,66,69,9,6,12,7,11,,Intercept
190972,Eduardo Salvio,Eduardo Salvio,"RM, LM, RW",76,76,36,1990-07-13,173,71,Argentina,Lanús,353,LPF,Right,4,5,83,72,72,79,54,66,73,76,73,9,11,9,5,14,,"Gamechanger, Inventive, Technical"
211147,Valentino Lazaro,Valentino Lazaro,"RM, LM, LB, RB",76,76,30,1996-03-24,181,75,Austria,Torino,31,Serie A Enilive,Right,3,4,71,67,76,76,71,65,78,76,72,8,13,11,8,8,,"Dead Ball, Whipped Pass"
213956,Adama Traoré,Adama Traoré Diarra,"RM, RW",76,76,30,1996-01-25,179,86,Spain,Fulham,13,Premier League,Right,3,4,94,65,67,81,37,82,73,66,69,13,9,11,12,7,,"Rapid, Quick Step, Enforcer"
214436,Paulo Díaz,Paulo Díaz,CB,76,76,32,1994-08-25,178,76,Chile,River Plate,353,LPF,Right,3,2,73,57,71,71,75,79,73,79,70,13,9,15,15,15,,"Long Ball Pass, Intercept, Aerial Fortress"
235167,Vitaly Janelt,Vitaly Janelt,"CM, CDM",76,77,28,1998-05-10,184,79,Germany,Brentford,13,Premier League,Left,3,3,59,70,73,73,73,78,78,75,74,6,8,6,6,14,,"Intercept, Anticipate"
244791,Patrik Hrošovský,Patrik Hrošovský,"CM, CAM, CDM",76,76,34,1992-04-22,173,70,Slovakia,KRC Genk,4,1A Pro League,Right,3,3,60,75,74,76,70,71,74,77,70,13,14,9,6,12,,
246685,Leif Davis,Leif Davis,"LB, LM",76,79,26,1999-12-31,182,70,England,Ipswich,,EFL Championship,Left,2,3,80,54,76,73,70,73,73,72,78,13,6,9,10,13,,"Dead Ball, Whipped Pass"
258729,Gabri Veiga,Gabriel Veiga Novas,"CAM, CM, LM",76,83,24,2002-05-27,184,71,Spain,FC Porto,308,Liga Portugal,Right,4,4,76,75,70,77,60,68,75,68,73,13,14,13,6,9,,"Low Driven Shot, Gamechanger, First Touch"
275353,Zakaria El Ouahdi,Zakaria El Ouahdi,"RB, RM, RW",76,83,24,2001-12-31,172,66,Morocco,KRC Genk,4,1A Pro League,Right,3,3,73,66,70,77,69,71,76,72,67,8,8,11,14,5,,"Low Driven Shot, Technical, Quick Step"
240451,Jan-Niklas Beste,Jan-Niklas Beste,"LM, LB, LW",76,76,27,1999-01-04,175,66,Germany,SC Freiburg,19,Bundesliga,Left,3,3,78,70,78,76,60,63,67,70,75,13,8,7,14,8,,"Finesse Shot, Dead Ball, Whipped Pass, Block"
247832,Thierry Correia,Thierry Rendall Correia,"RB, LB, RM",76,79,27,1999-03-09,176,69,Portugal,Valencia CF,53,LALIGA EA SPORTS,Right,4,3,90,50,69,75,71,70,73,70,68,10,15,6,6,7,,"Anticipate, Rapid, Quick Step, Bruiser"
251116,Tomáš Holeš,Tomáš Holeš,"CB, CDM",76,76,33,1993-03-31,180,73,Czech Republic,Slavia Praha,,Česká Liga,Right,4,2,74,58,69,69,75,80,74,73,67,9,10,8,13,5,,"Long Ball Pass, Slide Tackle"
185427,Ørjan Nyland,Ørjan Nyland,GK,76,76,35,1990-09-10,192,90,Norway,Sevilla FC,53,LALIGA EA SPORTS,Right,4,1,76,75,77,75,47,74,73,39,33,76,75,77,74,75,,"Far Throw, Footwork"
204549,Davy Roef,Davy Roef,GK,76,76,32,1994-02-06,187,84,Belgium,KAA Gent,4,1A Pro League,Right,3,1,75,73,73,75,51,77,72,52,56,75,73,73,77,75,,"Footwork, Cross Claimer"
223550,Jonas Omlin,Jonas Omlin,GK,76,76,32,1994-01-10,190,85,Switzerland,M'gladbach,19,Bundesliga,Right,3,1,77,76,68,78,52,73,72,45,42,77,76,68,73,78,,Far Reach
237477,Marcus Tavernier,Marcus Tavernier,"LM, RM, LW",76,77,27,1999-03-22,178,75,England,AFC Bournemouth,13,Premier League,Left,3,3,75,74,73,78,60,64,76,75,74,9,14,6,12,8,,"Power Shot, Technical"
244114,Batista Mendy,Batista Mendy,"CDM, CB, CM",76,81,26,2000-01-12,191,82,France,Sevilla FC,53,LALIGA EA SPORTS,Right,3,2,69,61,67,70,74,83,72,75,65,8,12,6,6,13,,"Aerial Fortress, Press Proven"
242577,Romain Faivre,Romain Faivre,"RM, RW",76,76,28,1998-07-14,180,69,France,AFC Bournemouth,13,Premier League,Left,3,4,68,72,77,79,62,65,72,79,78,14,13,13,14,15,,"Incisive Pass, Technical"
244390,Marius Bülter,Marius Bülter,"ST, LM, LW, CAM",76,76,33,1993-03-29,188,85,Germany,1. FC Köln,19,Bundesliga,Right,3,3,80,77,69,73,48,76,77,67,68,7,7,6,14,13,,Rapid
245461,Facundo Colidio,Facundo Colidio,"ST, LW, CAM",76,79,26,2000-01-04,180,76,Argentina,River Plate,353,LPF,Right,4,3,82,74,70,79,47,71,74,77,73,6,9,13,12,12,,"Low Driven Shot, Gamechanger, First Touch"
255303,Elia Caprile,Elia Caprile,GK,76,83,25,2001-08-25,191,74,Italy,Cagliari,31,Serie A Enilive,Right,3,1,75,73,72,78,51,74,73,33,56,75,73,72,74,78,,"Far Throw, Cross Claimer, Deflector"
257889,Kristijan Jakić,Kristijan Jakić,"CDM, CM, CB",76,76,29,1997-05-14,181,75,Croatia,FC Augsburg,19,Bundesliga,Right,3,2,72,62,65,68,76,80,73,69,66,10,10,5,9,10,,Bruiser
219576,Rodrigo Battaglia,Rodrigo Battaglia,"CB, CDM, CM",76,76,35,1991-07-12,187,79,Argentina,Boca Juniors,353,LPF,Right,4,3,66,65,65,71,76,79,75,72,70,7,7,7,9,9,,
241736,Yann Aurel Bisseck,Yann Aurel Bisseck,CB,76,80,25,2000-11-29,196,83,Germany,Lombardia FC,,Serie A Enilive,Right,3,2,76,57,63,73,75,78,74,76,60,8,7,8,5,11,,Slide Tackle
223686,Timon Wellenreuther,Timon Wellenreuther,GK,76,77,30,1995-12-03,188,80,Germany,,10,Eredivisie,Right,4,1,77,74,69,76,52,73,74,50,45,77,74,69,73,76,,"Cross Claimer, Deflector"
226797,Víctor Ignacio Malcorra,Víctor Ignacio Malcorra,"CAM, LM, CM",76,76,39,1987-07-24,171,74,Argentina,Rosario Central,353,LPF,Left,4,3,68,72,80,78,59,64,70,72,80,7,15,12,14,14,,"Dead Ball, Incisive Pass, Pinged Pass, Whipped Pass"
261616,Quentin Merlin,Quentin Merlin,"LB, LM",76,82,24,2002-05-16,174,68,France,Stade Rennais FC,16,Ligue 1 McDonald's,Left,2,3,74,59,75,76,73,64,76,74,74,11,11,12,10,9,,Whipped Pass
261659,Senne Lynen,Senne Lynen,"CDM, CM, CB",76,79,27,1999-02-19,185,80,Belgium,SV Werder Bremen,19,Bundesliga,Right,3,2,68,62,72,67,74,78,77,81,74,10,10,9,8,13,,"Intercept, Bruiser"
207790,Kaan Ayhan,Kaan Ayhan,"RB, CB, CDM",76,76,31,1994-11-10,184,84,Turkey,Galatasaray,,Trendyol Süper Lig,Right,3,3,57,62,77,69,78,77,75,80,80,16,10,8,14,10,,"Pinged Pass, First Touch"
216065,Marco Sportiello,Marco Sportiello,GK,76,76,34,1992-05-10,192,87,Italy,Bergamo Calcio,,Serie A Enilive,Right,2,1,75,72,74,76,44,79,68,65,58,75,72,74,79,76,,
224490,Zeki Çelik,Zeki Çelik,"RB, RM, CB",76,76,29,1997-02-17,180,78,Turkey,AS Roma,,Serie A Enilive,Right,3,3,72,59,69,73,73,74,72,74,68,13,14,9,10,7,,
262113,Nicola Zalewski,Nicola Zalewski,"LM, LB, RM",76,79,24,2002-01-23,175,78,Poland,Bergamo Calcio,,Serie A Enilive,Right,5,3,83,64,73,78,63,59,72,72,73,10,5,7,8,15,,Rapid
221363,Donny van de Beek,Donny van de Beek,"CAM, CM",76,76,29,1997-04-18,184,76,Netherlands,Girona FC,53,LALIGA EA SPORTS,Right,3,3,59,75,74,76,70,65,73,76,78,7,12,8,10,14,,"Finesse Shot, Inventive"
227370,Michael Zetterer,Michael Zetterer,GK,76,77,31,1995-07-12,187,79,Germany,Frankfurt,19,Bundesliga,Right,5,1,76,71,81,77,41,73,76,43,52,76,71,81,73,77,,"Long Ball Pass, Far Throw, Footwork"
242879,Maarten Vandevoordt,Maarten Vandevoordt,GK,76,86,24,2002-02-26,192,81,Belgium,RB Leipzig,19,Bundesliga,Right,3,1,78,75,75,77,40,74,68,54,64,78,75,75,74,77,,"Long Ball Pass, Far Throw, Footwork, Cross Claimer"
244373,Vitaliy Buyalskyi,Vitaliy Buyalskyi,"CAM, CM, CDM",76,76,33,1993-01-06,170,61,Ukraine,Dynamo Kyiv,332,Ukrayina Liha,Right,4,3,74,71,74,78,67,55,78,75,80,14,11,10,11,5,,
246297,Himad Abdelli,Himad Abdelli,"CAM, CM",76,80,26,1999-11-17,185,81,Algeria,Angers SCO,16,Ligue 1 McDonald's,Right,3,4,61,69,76,79,60,74,74,80,78,9,8,14,13,12,,"Incisive Pass, Long Ball Pass, Inventive, Technical, First Touch, Relentless"
215502,Bartłomiej Drągowski,Bartłomiej Drągowski,GK,76,79,29,1997-08-19,191,74,Poland,Panathinaikos,,Hellas Liga,Right,3,1,77,73,75,78,42,73,73,65,62,77,73,75,73,78,,Deflector
223816,Jonathan Rodríguez,Jonathan Rodríguez,"LM, ST, LW",76,76,33,1993-07-06,177,79,Uruguay,Portland Timbers,39,MLS,Right,3,4,85,76,67,77,38,75,76,72,67,12,14,10,7,10,,"Chip Shot, Gamechanger"
258168,Jayden Oosterwolde,Jayden Oosterwolde,"LB, CB",76,80,25,2001-04-26,192,74,Netherlands,Fenerbahçe,,Trendyol Süper Lig,Left,2,2,88,42,61,73,74,80,67,68,51,6,13,14,15,9,,Anticipate
267680,Abdul Fatawu,Abdul Fatawu,"RM, RW",76,83,22,2004-03-08,177,73,Ghana,Leicester City,14,EFL Championship,Left,4,4,83,73,74,78,46,64,73,71,73,13,7,7,7,5,,"Power Shot, Gamechanger, Technical"
204970,Florian Thauvin,Florian Thauvin,"ST, CAM",76,76,33,1993-01-26,181,70,France,RC Lens,16,Ligue 1 McDonald's,Left,3,4,71,77,79,80,45,65,76,80,80,8,11,14,10,9,,"Finesse Shot, Dead Ball, Technical"
215199,Rubén Botta,Rubén Botta,"CAM, RM, CM",76,76,36,1990-01-31,177,65,Argentina,Talleres,353,LPF,Left,3,4,81,72,76,76,40,72,72,78,76,8,9,13,8,7,,"Incisive Pass, Inventive, Technical"
216275,Phillipp Mwene,Phillipp Mwene,"LB, LM",76,76,32,1994-01-29,172,68,Austria,1. FSV Mainz 05,19,Bundesliga,Right,4,3,78,55,69,75,70,70,75,70,67,12,9,11,9,7,,
236457,Dimitris Giannoulis,Dimitris Giannoulis,"LB, LM",76,76,30,1995-10-17,175,71,Greece,FC Augsburg,19,Bundesliga,Left,2,3,83,55,69,73,70,67,73,65,71,14,5,13,9,12,,
245211,Jordan Teze,Jordan Teze,"RB, RM",76,80,26,1999-09-30,183,68,Netherlands,AS Monaco,16,Ligue 1 McDonald's,Right,1,2,77,49,69,69,76,77,73,76,65,12,5,14,7,10,,"Block, Anticipate"
270857,Mateus Fernandes,Mateus Gonçalo Espanha Fernandes,"CAM, CM",76,85,22,2004-07-10,178,72,Portugal,West Ham,13,Premier League,Right,4,4,70,69,74,79,59,66,77,74,76,6,5,12,8,5,,"Inventive, First Touch"
203581,Iván Balliu,Iván Balliu,"RB, LB, RM",76,76,34,1992-01-01,172,68,Albania,Rayo Vallecano,53,LALIGA EA SPORTS,Right,3,3,80,51,69,74,72,70,71,74,64,12,9,9,9,13,,Rapid
224309,Joan Jordán,Joan Jordán Moreno,"CM, CDM, CB",76,76,32,1994-07-06,184,74,Spain,Sevilla FC,53,LALIGA EA SPORTS,Right,4,3,48,74,77,74,68,75,74,73,78,13,12,13,12,9,,Slide Tackle
242914,Keito Nakamura,Keito Nakamura,"LM, LW",76,79,26,2000-07-28,180,75,Japan,Stade de Reims,17,Ligue 2 BKT,Right,4,4,79,74,71,77,41,74,71,75,73,7,13,15,8,7,,"Finesse Shot, Gamechanger, Technical, First Touch"
259356,Carney Chukwuemeka,Carney Chukwuemeka,"CAM, CM",76,84,22,2003-10-20,187,77,England,Borussia Dortmund,19,Bundesliga,Right,3,4,74,66,74,79,57,66,77,75,77,12,12,9,11,10,,"Incisive Pass, Technical, First Touch"
263828,Roger Fernandes,Roger Fernandes,"RM, LM, RW",76,85,20,2005-11-21,166,65,Portugal,Al Ittihad,350,ROSHN Saudi League,Left,4,3,89,68,67,80,57,55,76,69,68,13,9,10,10,15,,"Finesse Shot, Rapid, Quick Step"
265650,Saúl Coco,Saúl Basilio Coco Bassey Oubiña,CB,76,79,27,1999-02-09,187,86,Equatorial Guinea,Torino,31,Serie A Enilive,Right,3,2,85,56,58,61,77,79,67,60,58,5,8,7,13,9,,Block
274536,Moïse Bombito,Moïse Bombito,CB,76,83,26,2000-03-30,191,81,Canada,OGC Nice,16,Ligue 1 McDonald's,Right,3,2,93,49,58,65,75,76,69,74,55,7,5,5,9,10,,Block
219862,Miguel Borja,Miguel Borja,ST,76,76,33,1993-01-26,184,85,Colombia,River Plate,353,LPF,Right,4,3,76,76,68,71,41,83,72,74,73,10,16,13,12,15,,"Power Shot, Precision Header, Acrobatic"
206075,Sam Johnstone,Sam Johnstone,GK,76,76,33,1993-03-25,193,85,England,Wolves,13,Premier League,Right,3,1,77,76,69,77,41,74,73,50,48,77,76,69,74,77,,Deflector
215363,Lorenzo Montipò,Lorenzo Montipò,GK,76,77,30,1996-02-20,191,82,Italy,Hellas Verona,,Serie A Enilive,Right,3,1,75,72,69,82,42,74,73,38,40,75,72,69,74,82,,"Footwork, Far Reach"
231612,Romain Del Castillo,Romain Del Castillo,"RW, RM",76,76,30,1996-03-29,172,65,France,Stade Brestois 29,16,Ligue 1 McDonald's,Left,3,3,82,72,76,79,41,64,71,76,76,7,10,9,13,12,,"Gamechanger, Long Ball Pass, Whipped Pass, Technical"
234671,Jens Odgaard,Jens Odgaard,"CAM, CM",76,77,27,1999-03-31,188,80,Denmark,Bologna,31,Serie A Enilive,Left,3,3,73,77,72,74,43,75,78,70,76,8,13,13,8,11,,Power Shot
243657,James Garner,James Garner,"CDM, CM",76,81,25,2001-03-13,182,80,England,Everton,13,Premier League,Right,3,3,58,65,78,72,71,70,74,79,77,10,7,7,5,12,,"Intercept, Slide Tackle"
257073,Tiago Tomás,Tiago B. de Melo Tomás,"LW, LM, ST",76,82,24,2002-06-16,180,78,Portugal,VfB Stuttgart,19,Bundesliga,Right,3,4,86,74,67,79,39,69,72,74,70,8,14,9,13,7,,Rapid
262863,Antonio Nusa,Antonio Nusa,"LM, CAM, LW",76,88,21,2005-04-17,183,77,Norway,RB Leipzig,19,Bundesliga,Right,4,4,89,72,68,81,41,63,70,68,73,12,14,14,9,10,,"Inventive, Technical, Quick Step"
262929,Vinicius Souza,Vinicius de Souza Costa,"CDM, CM",76,79,27,1999-06-17,187,80,Brazil,VfL Wolfsburg,19,Bundesliga,Right,3,2,65,58,65,68,76,82,74,72,67,14,14,9,13,8,,"Slide Tackle, Aerial Fortress, Press Proven"
264869,Félix Lemaréchal,Félix Lemaréchal,"CAM, CM",76,82,23,2003-08-07,180,73,France,Strasbourg,,Ligue 1 McDonald's,Right,4,3,63,70,74,77,62,68,74,75,77,14,15,13,7,7,,Inventive
221909,Jindřich Staněk,Jindřich Staněk,GK,76,76,30,1996-04-27,192,90,Czech Republic,Slavia Praha,,Česká Liga,Right,2,1,74,71,78,78,36,76,72,48,17,74,71,78,76,78,,Footwork
228941,André Silva,André Miguel Valente da Silva,ST,76,76,30,1995-11-06,185,84,Portugal,Elche CF,53,LALIGA EA SPORTS,Right,3,4,72,76,70,75,46,74,78,76,74,14,13,7,11,8,,Chip Shot
242179,Yahia Fofana,Yahia Fofana,GK,76,81,26,2000-08-21,194,89,Ivory Coast,Çaykur Rizespor,68,Trendyol Süper Lig,Right,3,1,78,71,70,79,41,74,69,22,30,78,71,70,74,79,,"Footwork, Cross Claimer"
242530,Noah Okafor,Noah Okafor,"ST, LM, LW, CAM",76,79,26,2000-05-24,185,85,Switzerland,Leeds United,13,Premier League,Right,4,4,86,76,71,80,31,69,73,76,74,14,14,11,6,5,,"First Touch, Quick Step"
246139,Iñaki Peña,Ignacio Peña Sotorres,GK,76,81,27,1999-03-02,184,78,Spain,Elche CF,53,LALIGA EA SPORTS,Right,3,1,75,73,77,78,35,75,75,38,39,75,73,77,75,78,,Footwork
184941,Alexis Sánchez,Alexis Sánchez,"ST, CAM",76,76,37,1988-12-19,169,65,Chile,Sevilla FC,53,LALIGA EA SPORTS,Right,4,3,68,78,78,81,48,59,76,80,82,10,10,15,12,13,,"Technical, First Touch"
215455,Bruno Petković,Bruno Petković,ST,76,76,31,1994-09-16,193,88,Croatia,Kocaelispor,68,Trendyol Süper Lig,Right,4,4,68,73,78,77,41,75,66,81,84,11,15,9,14,10,,"Precision Header, Technical, First Touch"
222501,Timothy Castagne,Timothy Castagne,"RB, RM",76,76,30,1995-12-05,185,80,Belgium,Fulham,13,Premier League,Right,3,2,68,57,70,72,74,71,75,68,70,14,9,15,10,15,,
223597,Ruben Aguilar,Ruben Aguilar,"RB, RM",76,76,33,1993-04-26,172,69,France,RC Lens,16,Ligue 1 McDonald's,Right,2,3,67,53,70,74,73,75,74,74,72,15,8,16,10,13,,"Whipped Pass, Rapid, Relentless"
228151,Josh Cullen,Josh Cullen,"CDM, CM",76,76,30,1996-04-07,175,70,Ireland,Burnley,13,Premier League,Right,3,3,61,61,75,73,72,70,76,79,74,9,12,15,11,9,,"Pinged Pass, First Touch, Relentless"
231089,Ibrahima Sissoko,Ibrahima Sissoko,"CDM, CM",76,77,28,1997-10-27,193,90,Mali,VfL Bochum 1848,20,Bundesliga 2,Right,4,3,57,60,70,69,73,83,75,75,73,11,5,14,11,11,,
246258,Lucas Beltrán,Lucas Beltrán,"CAM, ST, CM",76,81,25,2001-03-29,176,76,Argentina,Valencia CF,53,LALIGA EA SPORTS,Right,3,3,71,76,68,77,46,74,76,77,75,6,14,10,14,8,,Press Proven
260574,Lorenz Assignon,Lorenz Assignon,"RB, RM, RW",76,80,26,2000-06-22,181,77,France,VfB Stuttgart,19,Bundesliga,Right,3,3,76,53,64,73,73,73,69,68,60,11,13,15,8,8,,
263880,Agirrezabala,Julen Agirrezabala,GK,76,83,25,2000-12-26,187,80,Spain,Valencia CF,53,LALIGA EA SPORTS,Left,3,1,76,74,78,75,32,77,69,36,55,76,74,78,77,75,,Cross Claimer
266331,Hugo Álvarez,Hugo Álvarez Antúnez,"LM, RM, LW",76,82,23,2003-07-02,176,72,Spain,Celta,,LALIGA EA SPORTS,Right,3,3,72,68,73,76,63,60,71,69,73,10,9,14,8,8,,
244797,Petar Musa,Petar Musa,ST,76,77,28,1998-03-04,190,82,Croatia,FC Dallas,39,MLS,Right,3,3,82,75,61,71,41,81,77,76,65,15,11,10,10,6,,Aerial Fortress
246033,Santiago Sosa,Santiago Sosa,"CB, CDM",76,79,27,1999-05-03,182,81,Argentina,Racing Club,353,LPF,Right,3,2,66,58,63,67,76,81,74,72,65,6,13,13,10,10,,Long Ball Pass
205369,Rob Schoofs,Rob Schoofs,"CM, CDM, CAM",76,76,32,1994-03-23,178,69,Belgium,R. Union St.-G.,,1A Pro League,Left,4,3,53,72,76,74,67,68,72,75,76,8,6,13,8,14,,"Long Ball Pass, Inventive, Intercept, Slide Tackle, Press Proven, Relentless"
220969,Niclas Eliasson,Niclas Eliasson,"RM, LM, RW",76,76,30,1995-12-07,178,70,Sweden,AEK Athens,63,Hellas Liga,Left,4,4,87,67,73,77,41,65,73,75,74,11,7,10,16,14,,"Finesse Shot, Technical"
224422,Jérémie Boga,Jérémie Boga,"LW, ST, LM",76,76,29,1997-01-03,172,68,Ivory Coast,OGC Nice,16,Ligue 1 McDonald's,Right,3,4,85,69,72,81,39,64,68,74,69,15,8,9,14,16,,"Finesse Shot, Rapid"
226671,Federico Fattori,Federico Fattori,"CDM, CM, CB",76,76,34,1992-07-22,177,70,Argentina,Argentinos Jrs.,,LPF,Right,3,3,63,54,69,72,72,80,73,75,70,11,14,15,12,13,,"Pinged Pass, Intercept"
241162,Joseph Paintsil,Joseph Paintsil,"LM, RM, LW",76,76,28,1998-02-01,169,70,Ghana,LA Galaxy,39,MLS,Right,3,4,90,70,68,80,35,67,74,71,69,15,10,8,6,14,,Rapid
255125,Azzedine Ounahi,Azzedine Ounahi,"CM, CAM",76,81,26,2000-04-19,182,62,Morocco,Girona FC,53,LALIGA EA SPORTS,Right,3,3,64,66,73,77,63,67,75,73,77,14,13,6,8,7,,"Incisive Pass, First Touch"
204497,Kevin Stöger,Kevin Stöger,"CAM, CM",76,76,33,1993-08-27,175,74,Austria,M'gladbach,19,Bundesliga,Left,3,3,55,71,81,77,64,61,77,72,82,15,12,13,10,12,,"Finesse Shot, Dead Ball, Incisive Pass, Long Ball Pass, Press Proven, Relentless"
73398,Rômulo,Rômulo José Cardoso da Cruz,"ST, LW, CAM",76,82,24,2002-02-08,193,80,Brazil,RB Leipzig,19,Bundesliga,Right,3,3,82,75,63,75,35,78,65,74,66,11,11,8,14,6,,"Finesse Shot, Gamechanger, First Touch, Press Proven, Enforcer"
224030,Maxime Lopez,Maxime Lopez,"CM, CDM",76,77,28,1997-12-04,167,58,France,Paris FC,16,Ligue 1 McDonald's,Right,3,3,64,69,77,79,65,54,74,75,79,7,14,13,11,6,,"Dead Ball, Incisive Pass, Relentless"
239614,Areso,Jesús Areso Blanco,"RB, RM",76,79,27,1999-07-02,182,81,Spain,Athletic Club,53,LALIGA EA SPORTS,Right,2,2,76,46,70,72,71,73,74,65,65,7,10,13,12,14,,Slide Tackle
240953,Nahuel Tenaglia,Nahuel Tenaglia,"RB, CB",76,76,30,1996-02-21,181,70,Argentina,D. Alavés,,LALIGA EA SPORTS,Right,3,3,69,44,65,75,77,78,75,76,68,12,7,9,8,8,,Bruiser
244892,Sofiane Diop,Sofiane Diop,"LW, CAM, LM",76,79,26,2000-06-09,175,65,Morocco,OGC Nice,16,Ligue 1 McDonald's,Right,3,4,77,69,75,80,54,53,71,74,77,14,13,8,9,9,,"Inventive, Technical"
245209,Michal Sadílek,Michal Sadílek,"CDM, CM",76,78,27,1999-05-31,170,63,Czech Republic,Slavia Praha,,Česká Liga,Left,2,3,53,58,75,71,72,79,71,70,73,7,15,9,14,15,,"Slide Tackle, Relentless, Bruiser"
259565,Yoan Bonny,Yoan Bonny,"ST, CAM",76,86,22,2003-10-25,189,86,France,Lombardia FC,,Serie A Enilive,Right,3,4,87,75,67,76,32,71,70,71,68,13,14,11,14,9,,"Finesse Shot, Gamechanger"
264422,Matthis Abline,Matthis Abline,"ST, RW, RM",76,82,23,2003-03-28,182,81,France,FC Nantes,16,Ligue 1 McDonald's,Right,3,3,87,76,67,81,33,64,72,76,75,13,14,12,12,9,,Gamechanger
271807,Ethan Nwaneri,Ethan Nwaneri,"RW, CM, RM",76,87,19,2007-03-21,176,70,England,Arsenal,13,Premier League,Left,3,3,82,70,74,78,50,54,74,76,75,14,11,8,12,9,,"Finesse Shot, Technical"
70822,Gabriel Pec,Gabriel Fortes Chaves,"RM, RW, LW",76,82,25,2001-02-11,172,66,Brazil,LA Galaxy,39,MLS,Left,3,4,88,69,67,79,34,70,70,71,72,11,9,10,11,13,,Whipped Pass
230084,Lukas Nmecha,Lukas Nmecha,ST,76,77,27,1998-12-14,185,80,Germany,Leeds United,13,Premier League,Right,4,3,74,76,66,75,40,76,75,71,68,9,11,11,8,6,,
220710,Harry Wilson,Harry Wilson,"RM, RW",76,76,29,1997-03-22,173,70,Wales,Fulham,13,Premier League,Left,2,3,75,78,75,76,46,56,74,76,75,7,13,9,15,7,,Gamechanger
233230,Kevin Mac Allister,Kevin Mac Allister,CB,76,76,28,1997-11-07,175,72,Argentina,R. Union St.-G.,,1A Pro League,Right,3,2,74,49,58,69,75,81,72,71,44,8,6,7,12,8,,"Intercept, Slide Tackle, Long Throw, Bruiser"
235735,Ethan Ampadu,Ethan Ampadu,"CB, CDM",76,79,25,2000-09-14,183,78,Wales,Leeds United,13,Premier League,Right,4,2,67,51,64,70,76,78,76,75,65,13,12,9,8,12,,"Long Ball Pass, Jockey, Press Proven, Bruiser"
224494,Rico Henry,Rico Henry,"LB, LM",76,76,29,1997-07-08,170,66,England,Brentford,13,Premier League,Left,2,3,86,41,62,75,74,67,76,72,55,13,12,12,6,12,,"Rapid, Quick Step"
253510,Jake O'Brien,Jake O'Brien,"CB, RB, RM",76,81,25,2001-05-15,197,84,Ireland,Everton,13,Premier League,Right,3,2,77,49,64,61,75,79,74,64,59,12,11,11,9,12,,
279044,Geovany Quenda,Geovany Tcherno Quenda,"RM, LM, LW, RW",76,88,19,2007-04-30,172,71,Portugal,Sporting CP,308,Liga Portugal,Left,4,4,85,62,71,79,41,67,64,70,70,7,12,11,15,10,,"Incisive Pass, Whipped Pass, Inventive, Technical"
215057,Iván Marcone,Iván Marcone,"CDM, CM, CB",76,76,36,1990-06-03,182,83,Argentina,Independiente,353,LPF,Right,3,3,44,61,72,70,73,84,70,78,71,16,11,12,16,10,,"Long Ball Pass, Jockey, Intercept, Anticipate, Aerial Fortress"
236593,Calvin Stengs,Calvin Stengs,"CAM, CM",76,78,27,1998-12-18,187,74,Netherlands,Pisa,31,Serie A Enilive,Left,3,4,69,68,77,77,50,63,75,74,82,14,11,7,5,10,,"Finesse Shot, Incisive Pass, Inventive, Technical"
275324,Assane Diao,Assane Diao,"LM, RM, LW",76,87,20,2005-09-07,185,72,Senegal,Como,31,Serie A Enilive,Right,4,4,90,74,67,77,36,60,69,66,70,7,7,12,8,11,,"Finesse Shot, Rapid, Quick Step"
