player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at
243403,Claire Emslie,Claire,Emslie,,1994-03-08,32,Scotland,Scotland,42,170,66,Angel City FC,116311,NWSL,,RM,"RM, RW",RW,Midfielder,Right,78,,75,77,74,72,73,74,70,60,80,70,79,75,84,85,78,77,78,76,65,76,73,79,73,45,47,55,42,44,42,68,77,80,76,32,4,4,13,7,7,6,8,,,,,"Finesse Shot, Dead Ball, Whipped Pass, First Touch",,Women's Football,1,ea-drop-api,243403,https://www.ea.com/games/ea-sports-fc/ratings?playerId=243403,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265023,Sara Agrež,Sara,Agrež,,2000-12-09,25,Slovenia,Slovenia,44,172,66,1. FC Köln,116003,GPFBL,,CB,"CB, LB",LB,Defense,Left,78,,76,74,77,48,51,40,50,43,60,34,68,60,68,59,76,62,67,65,57,48,79,76,73,78,76,80,82,76,74,80,89,76,82,77,3,2,5,9,7,11,7,,,,,,,Women's Football,1,ea-drop-api,265023,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265023,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267247,Ryan Williams,Ryan,Williams,,1996-02-23,30,USA,United States,95,168,55,NC Courage,116303,NWSL,,RB,"RB, RM",RM,Defense,Right,78,,74,73,75,50,48,51,52,57,44,58,71,67,74,49,74,70,69,71,73,74,74,74,72,77,80,68,71,84,73,70,74,84,65,65,3,2,5,10,11,14,13,,,,,"Block, Intercept, Anticipate",,Women's Football,1,ea-drop-api,267247,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267247,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
250751,Jayde Riviere,Jayde,Riviere,,2001-01-22,25,Canada,Canada,70,163,55,Manchester Utd,116012,Barclays WSL,,RB,"RB, RM",RM,Defense,Right,78,,74,72,75,51,48,58,50,41,48,59,70,54,78,57,78,65,69,71,67,66,74,78,62,77,77,75,75,80,78,68,77,71,63,76,4,2,5,11,5,7,7,,,,,"Slide Tackle, Long Throw",,Women's Football,1,ea-drop-api,250751,https://www.ea.com/games/ea-sports-fc/ratings?playerId=250751,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
279812,Croix Bethune,Croix,Bethune,,2001-03-14,25,USA,United States,95,160,56,Washington Spirit,116304,NWSL,,CAM,"CAM, CM",CM,Midfielder,Left,78,,70,74,67,71,75,72,68,54,55,80,74,75,70,67,80,70,68,79,76,69,76,84,60,55,67,50,50,54,52,61,65,67,60,55,4,4,9,11,6,14,8,,,,,"Incisive Pass, Inventive, Technical",,Women's Football,1,ea-drop-api,279812,https://www.ea.com/games/ea-sports-fc/ratings?playerId=279812,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
235594,Shelina Zadorsky,Shelina,Zadorsky,,1992-10-24,33,Canada,Canada,70,172,67,West Ham,116014,Barclays WSL,,CB,CB,,Defense,Left,78,,71,68,73,48,41,66,54,34,60,25,69,46,58,71,82,85,67,64,57,61,77,76,81,79,79,78,81,79,75,78,82,83,75,79,3,2,13,7,15,14,7,,,,,"Jockey, Block",,Women's Football,1,ea-drop-api,235594,https://www.ea.com/games/ea-sports-fc/ratings?playerId=235594,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267371,Paige Nielsen,Paige,Nielsen,,1993-10-14,32,USA,United States,95,163,68,Houston Dash,116306,NWSL,,CB,"CB, LB",LB,Defense,Right,78,,75,73,76,48,43,66,46,36,42,52,61,32,74,44,68,66,69,65,70,86,75,66,72,78,77,64,80,81,83,82,83,62,90,85,2,2,7,7,11,9,7,,,,,"Intercept, Slide Tackle, Bruiser",,Women's Football,1,ea-drop-api,267371,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267371,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272113,Cinta Rodríguez,Cinta Del Mar,Rodríguez Costa,Cinta Rodríguez,1999-11-07,26,Spain,Spain,45,178,67,C. Adeje Tenerife,116332,Liga F Moeve,,CB,CB,,Defense,Right,78,,72,68,75,46,51,35,37,30,68,66,68,65,66,38,78,70,46,67,66,73,81,80,75,77,77,70,78,79,76,79,81,71,86,73,2,2,6,7,10,7,10,,,,,,,Women's Football,1,ea-drop-api,272113,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272113,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265073,Meret Felde,Meret,Felde,,1999-07-10,27,Germany,Germany,21,170,63,SC Freiburg,116002,GPFBL,,CDM,"CDM, CM",CM,Midfielder,Left,78,,45,55,37,70,72,67,71,50,63,78,75,79,66,57,81,79,63,73,54,34,78,83,70,73,76,62,74,78,64,72,70,67,75,73,4,3,9,6,9,7,13,,,,,Bruiser,,Women's Football,1,ea-drop-api,265073,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265073,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267272,Tatumn Milazzo,Tatumn,Milazzo,,1998-04-17,28,USA,United States,95,170,58,Utah Royals FC,131478,NWSL,,RB,"RB, CB, RM","CB, RM",Defense,Right,78,,67,68,67,42,37,51,44,35,41,49,69,55,77,38,78,70,58,70,72,54,75,79,64,79,76,75,85,78,76,81,84,71,84,83,4,2,8,14,10,11,14,,,,,Bruiser,,Women's Football,1,ea-drop-api,267272,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267272,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
276765,Klaudia Jedlińska,Klaudia,Jedlińska,,2000-02-09,26,Poland,Poland,37,163,50,Paris FC,116035,Arkema PL,,RM,"RM, LM, RW","LM, RW",Midfielder,Right,78,,83,80,86,69,72,66,69,58,67,74,73,72,76,63,75,72,70,77,82,73,73,79,68,48,33,54,36,66,50,57,64,83,50,39,3,3,8,13,7,9,10,,,,,"Low Driven Shot, Technical",,Women's Football,1,ea-drop-api,276765,https://www.ea.com/games/ea-sports-fc/ratings?playerId=276765,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
227397,Adriana Leon,Adriana,Leon,,1992-10-02,33,Canada,Canada,70,161,54,San Diego Wave,116312,NWSL,,ST,"ST, LM, CAM","LM, CAM",Attack,Right,78,,81,79,82,77,78,78,78,78,59,80,69,70,67,65,77,56,51,79,75,79,77,81,73,35,32,69,32,33,26,65,80,70,71,40,3,4,8,11,17,15,12,,,,,,,Women's Football,1,ea-drop-api,227397,https://www.ea.com/games/ea-sports-fc/ratings?playerId=227397,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
264725,Eva Navarro,Eva María,Navarro García,Eva Navarro,2001-01-27,25,Spain,Spain,45,160,54,Real Madrid,116326,Liga F Moeve,,RW,"RW, LW, RM","LW, RM",Attack,Right,78,,83,80,86,76,81,68,77,69,61,81,70,70,75,59,74,59,71,79,82,85,62,81,80,26,17,39,16,35,31,72,68,71,74,69,5,4,8,13,8,14,9,,,,,Technical,,Women's Football,1,ea-drop-api,264725,https://www.ea.com/games/ea-sports-fc/ratings?playerId=264725,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
248728,Riko Ueki,Riko,Ueki,,1999-07-30,27,Japan,Japan,163,162,53,West Ham,116014,Barclays WSL,,ST,ST,,Attack,Right,78,,70,74,66,78,83,75,74,66,66,86,67,64,53,63,79,68,48,77,66,63,78,82,69,46,42,68,30,59,38,67,76,71,69,57,3,4,10,11,10,13,6,,,,,,,Women's Football,1,ea-drop-api,248728,https://www.ea.com/games/ea-sports-fc/ratings?playerId=248728,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
276825,Melween N'Dongala,Melween,N'Dongala,,2004-09-06,21,France,France,18,166,58,Paris FC,116035,Arkema PL,,RB,"RB, RM",RM,Defense,Right,78,,81,80,82,40,38,47,35,27,42,56,65,48,70,37,78,63,55,68,75,74,70,77,58,77,72,72,78,81,79,74,86,67,79,65,3,2,14,11,14,13,13,,,,,Bruiser,,Women's Football,1,ea-drop-api,276825,https://www.ea.com/games/ea-sports-fc/ratings?playerId=276825,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
246208,Chantelle Swaby,Chantelle,Swaby,,1998-08-06,28,Jamaica,Jamaica,82,180,70,,,Barclays WSL,,CB,CB,,Defense,Right,78,,74,71,77,42,38,58,33,37,45,44,65,53,66,43,75,68,59,63,61,42,72,71,68,79,75,78,80,81,74,81,83,69,89,73,4,2,6,8,15,8,10,,,,,"Block, Anticipate",,Women's Football,1,ea-drop-api,246208,https://www.ea.com/games/ea-sports-fc/ratings?playerId=246208,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265854,Sarah Puntigam,Sarah,Puntigam,,1992-10-13,33,Austria,Austria,4,173,69,Houston Dash,116306,NWSL,,CDM,"CDM, CM",CM,Midfielder,Left,78,,38,46,32,59,52,70,65,60,63,58,72,67,57,77,81,73,81,75,52,55,75,80,79,76,75,72,74,79,74,83,75,88,82,79,3,3,14,8,6,7,6,,,,,Relentless,,Women's Football,1,ea-drop-api,265854,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265854,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
261829,Carole Costa,Carole,da Silva Costa,Carole Costa,1990-05-03,36,Portugal,Portugal,38,171,61,SL Benfica,131358,Liga Portugal Feminino,,CB,CB,,Defense,Right,78,,64,60,67,56,49,66,65,34,68,53,66,45,68,70,73,71,66,63,54,68,73,73,72,79,79,76,80,80,79,74,81,65,77,77,3,2,13,15,12,8,12,,,,,,,Women's Football,1,ea-drop-api,261829,https://www.ea.com/games/ea-sports-fc/ratings?playerId=261829,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
227734,Lena Petermann,Lena,Petermann,,1994-02-05,32,Germany,Germany,21,175,65,SV Werder Bremen,116004,GPFBL,,ST,ST,,Attack,Right,78,,65,69,62,79,79,78,77,76,85,85,66,68,58,67,71,59,69,73,62,51,78,80,81,43,30,88,45,38,33,74,88,77,76,61,3,4,17,16,9,16,10,,,,,Press Proven,,Women's Football,1,ea-drop-api,227734,https://www.ea.com/games/ea-sports-fc/ratings?playerId=227734,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272005,Nataša Andonova,Nataša,Andonova,,1993-12-04,32,North Macedonia,North Macedonia,19,170,64,Madrid CFF,116334,Liga F Moeve,,CAM,"CAM, CM, ST","CM, ST",Midfielder,Left,78,,72,73,71,79,79,79,80,75,76,79,76,80,73,80,78,71,75,80,73,80,79,80,81,28,25,75,19,25,20,64,77,77,61,52,4,4,14,7,13,11,11,,,,,"Finesse Shot, Gamechanger, Press Proven",,Women's Football,1,ea-drop-api,272005,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272005,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
244064,Victoria Pelova,Victoria,Pelova,,1999-06-03,27,Netherlands,Holland,34,163,55,Arsenal,116009,Barclays WSL,,CAM,"CAM, CM, RW","CM, RW",Midfielder,Right,78,,76,75,76,71,73,67,71,71,66,80,75,82,72,61,76,73,63,80,78,85,79,81,73,35,31,45,37,32,40,60,62,73,57,52,4,4,12,17,7,14,16,,,,,Press Proven,,Women's Football,1,ea-drop-api,244064,https://www.ea.com/games/ea-sports-fc/ratings?playerId=244064,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267264,Sam Staab,Sam,Staab,,1997-03-28,29,USA,United States,95,170,64,Chicago Stars FC,116305,NWSL,,CB,CB,,Defense,Left,78,,56,59,54,52,38,75,70,36,41,45,69,53,75,72,70,74,77,64,59,80,76,68,75,79,77,82,78,80,77,77,84,68,80,79,3,2,10,8,12,11,9,,,,,"Dead Ball, Slide Tackle, Aerial Fortress, Bruiser",,Women's Football,1,ea-drop-api,267264,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267264,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265052,Selina Ostermeier,Selina,Ostermeier,,1999-01-15,27,Germany,Germany,21,177,61,Leverkusen,115996,GPFBL,,CB,CB,,Defense,Right,78,,59,54,63,50,52,59,39,29,64,39,62,60,31,39,78,79,53,66,59,72,74,65,64,78,78,81,80,76,77,76,83,63,82,77,3,2,12,8,11,6,13,,,,,Precision Header,,Women's Football,1,ea-drop-api,265052,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265052,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
270407,Agnes Beever-Jones,Agnes,Beever-Jones,,2003-07-27,23,England,England,14,173,65,Chelsea,116010,Barclays WSL,,ST,"ST, LM, LW","LM, LW",Attack,Right,78,,67,69,66,80,86,78,75,72,70,81,61,58,46,50,75,62,38,77,75,51,76,79,63,37,28,77,30,38,30,68,81,59,71,66,3,3,8,14,9,8,15,,,,,"Precision Header, Gamechanger",,Women's Football,1,ea-drop-api,270407,https://www.ea.com/games/ea-sports-fc/ratings?playerId=270407,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265092,Alice Sombath,Alice,Sombath,,2003-10-16,22,France,France,18,167,60,OL Lyonnes,116033,Arkema PL,,CB,"CB, RB, RM","RB, RM",Defense,Right,78,,70,67,72,37,33,49,31,33,32,53,64,48,60,29,77,70,66,65,67,63,76,73,65,80,77,75,79,83,80,70,77,63,70,79,3,2,6,13,11,10,5,,,,,,,Women's Football,1,ea-drop-api,265092,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265092,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
274644,Clare Hunt,Clare,Hunt,,1999-03-12,27,Australia,Australia,195,176,63,Spurs,116011,Barclays WSL,,CB,CB,,Defense,Right,78,,63,56,68,45,45,51,41,33,41,43,61,48,38,45,79,74,52,63,54,49,75,74,69,79,77,79,79,82,78,74,81,67,79,68,3,2,8,6,8,8,8,,,,,Block,,Women's Football,1,ea-drop-api,274644,https://www.ea.com/games/ea-sports-fc/ratings?playerId=274644,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267329,Elizabeth Ball,Elizabeth,Ball,,1995-10-20,30,USA,United States,95,168,60,KC Current,116309,NWSL,,CB,"CB, RB",RB,Defense,Right,78,,33,33,33,44,37,62,45,36,41,42,59,59,43,39,71,62,41,63,33,69,77,70,71,81,80,79,81,82,78,74,75,51,82,82,3,2,12,5,9,10,7,,,,,Jockey,,Women's Football,1,ea-drop-api,267329,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267329,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
262460,Rosa Márquez,Rosa,Márquez Baena,Rosa Márquez,2000-12-22,25,Spain,Spain,45,158,46,Sevilla FC,116337,Liga F Moeve,,CM,"CM, CDM, RM","CDM, RM",Midfielder,Right,77,,84,84,84,72,73,71,72,53,77,77,75,75,63,72,81,80,69,80,83,83,63,82,77,71,71,48,71,80,71,72,73,75,72,69,3,4,13,8,12,13,10,,,,,"Finesse Shot, Tiki Taka, Jockey, Anticipate, Press Proven, Quick Step, Bruiser",,Women's Football,1,ea-drop-api,262460,https://www.ea.com/games/ea-sports-fc/ratings?playerId=262460,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265072,Marie Müller,Marie,Müller,,2000-07-25,26,Germany,Germany,21,168,60,Portland Thorns,116302,NWSL,,LB,"LB, LM",LM,Defense,Right,77,,81,82,81,69,68,75,66,68,60,78,77,77,75,69,80,76,68,80,75,82,74,79,73,76,77,67,80,76,67,70,79,73,69,64,3,3,7,12,6,9,11,,,,,"Whipped Pass, Jockey, Block, Anticipate, Long Throw",,Women's Football,1,ea-drop-api,265072,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265072,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
243264,Savannah McCaskill,Savannah,McCaskill,,1996-07-31,30,USA,United States,95,163,65,San Diego Wave,116312,NWSL,,CDM,"CDM, CM, CAM","CM, CAM",Midfielder,Right,77,,64,64,64,77,74,83,78,70,70,80,75,77,70,65,80,70,70,78,69,76,78,83,75,71,72,71,70,73,68,83,83,72,88,83,3,3,17,8,9,8,15,,,,,"Precision Header, Incisive Pass, Bruiser, Enforcer",,Women's Football,1,ea-drop-api,243264,https://www.ea.com/games/ea-sports-fc/ratings?playerId=243264,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
262866,Kyra Cooney-Cross,Kyra,Cooney-Cross,,2002-02-15,24,Australia,Australia,195,164,58,Arsenal,116009,Barclays WSL,,CDM,"CDM, CM",CM,Midfielder,Right,77,,75,73,76,75,76,75,76,74,66,79,77,79,63,68,83,81,73,76,77,82,78,79,75,70,77,53,76,68,65,71,68,82,66,70,3,3,13,10,12,9,5,,,,,,,Women's Football,1,ea-drop-api,262866,https://www.ea.com/games/ea-sports-fc/ratings?playerId=262866,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
264900,Laurina Fazer,Laurina,Fazer,,2003-10-13,22,France,France,18,165,55,San Diego Wave,116312,NWSL,,CM,"CM, CDM, CAM","CDM, CAM",Midfielder,Right,77,,84,80,87,71,68,78,76,59,61,77,71,77,57,59,79,71,68,85,90,84,78,84,80,67,74,56,65,69,59,64,70,72,59,66,3,3,10,11,9,13,14,,,,,Technical,,Women's Football,1,ea-drop-api,264900,https://www.ea.com/games/ea-sports-fc/ratings?playerId=264900,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272125,Ane Elexpuru,Ane,Elexpuru Añorga,Ane Elexpuru,2003-05-02,23,Spain,Spain,45,160,55,Athletic Club,116328,Liga F Moeve,,RB,"RB, RM, CB","RM, CB",Defense,Right,77,,86,85,86,68,70,68,69,69,50,69,74,70,80,65,77,71,71,77,85,78,64,80,67,73,73,61,72,80,71,62,76,67,63,50,3,4,10,13,12,12,6,,,,,"Finesse Shot, Rapid, First Touch",,Women's Football,1,ea-drop-api,272125,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272125,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272101,Anita Marcos,Ana,Marcos Moral,Anita Marcos,2000-07-09,26,Spain,Spain,45,169,58,Madrid CFF,116334,Liga F Moeve,,ST,ST,,Attack,Right,77,,75,76,74,79,82,79,80,70,70,75,72,70,70,79,75,69,72,79,83,74,78,79,71,51,45,70,35,63,53,75,83,72,79,69,4,3,6,15,13,7,8,,,,,"Finesse Shot, Press Proven",,Women's Football,1,ea-drop-api,272101,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272101,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
71527,Ally Sentnor,Ally,Sentnor,,2004-02-18,22,USA,United States,95,162,57,KC Current,116309,NWSL,,CAM,"CAM, ST, CM","ST, CM",Midfielder,Right,77,,71,72,71,72,68,77,81,56,67,75,74,74,71,67,79,73,67,79,74,69,75,82,68,64,70,54,65,66,54,70,72,70,74,60,4,3,6,12,5,14,14,,,,,"Finesse Shot, Power Shot, Technical",,Women's Football,1,ea-drop-api,71527,https://www.ea.com/games/ea-sports-fc/ratings?playerId=71527,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265040,Barbora Votíková,Barbora,Votíková,,1996-09-13,29,Czechia,Czech Republic,12,178,67,Slavia Praha,131360,Ceska Liga Žen,,GK,GK,,Defense,Right,77,,80,48,52,69,10,53,8,7,17,11,70,35,14,13,29,29,15,81,50,56,67,27,45,50,18,13,19,17,13,79,62,30,57,38,2,1,80,69,70,79,81,,,,,Cross Claimer,,Women's Football,1,ea-drop-api,265040,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265040,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267661,Sarah Cambot,Sarah,Cambot,,1993-01-04,33,France,France,18,166,60,,,Arkema PL,,ST,"ST, CAM",CAM,Attack,Right,77,,81,80,82,79,78,82,79,76,75,83,73,72,77,78,74,65,70,77,73,79,81,78,82,48,48,64,45,49,39,70,77,87,70,45,3,3,15,5,8,10,8,,,,,"Finesse Shot, Dead Ball, Long Ball Pass, Press Proven, Relentless",,Women's Football,1,ea-drop-api,267661,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267661,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267261,Tara McKeown,Tara,McKeown,,1999-07-02,27,USA,United States,95,172,61,Washington Spirit,116304,NWSL,,CB,CB,,Defense,Right,77,,65,68,63,66,60,73,74,66,61,67,72,73,68,62,79,67,68,69,67,40,75,75,75,78,77,78,75,80,79,77,85,75,80,69,3,2,6,6,6,14,12,,,,,"Intercept, Slide Tackle, Aerial Fortress",,Women's Football,1,ea-drop-api,267261,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267261,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
269805,Kinga Szemik,Kinga,Szemik,,1997-06-25,29,Poland,Poland,37,182,70,West Ham,116014,Barclays WSL,,GK,GK,,Defense,Right,77,,77,51,45,75,13,54,8,8,19,9,72,41,12,12,31,24,16,78,42,45,76,22,33,49,14,11,10,15,13,76,54,32,42,22,2,1,77,75,72,76,78,,,,,"Far Throw, Cross Claimer, Rush Out",,Women's Football,1,ea-drop-api,269805,https://www.ea.com/games/ea-sports-fc/ratings?playerId=269805,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
233343,Ali Riley,Ali,Riley,,1987-10-30,38,New Zealand,New Zealand,198,163,56,Angel City FC,116311,NWSL,,RB,"RB, LB, RM","LB, RM",Defense,Right,77,,73,72,74,58,48,72,62,59,68,63,72,63,77,60,77,70,72,76,74,71,76,77,79,74,73,68,78,71,79,73,80,68,78,67,3,3,11,13,8,13,8,,,,,Anticipate,,Women's Football,1,ea-drop-api,233343,https://www.ea.com/games/ea-sports-fc/ratings?playerId=233343,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
236642,Casey Krueger,Casey,Krueger,,1990-08-23,36,USA,United States,95,168,63,Washington Spirit,116304,NWSL,,LB,"LB, CB, LM","CB, LM",Defense,Right,77,,73,72,74,56,46,76,61,58,45,59,71,61,76,57,77,70,75,73,54,62,75,79,83,75,72,74,76,75,74,77,84,72,80,76,3,3,15,9,16,16,16,,,,,"Jockey, Press Proven, Bruiser",,Women's Football,1,ea-drop-api,236642,https://www.ea.com/games/ea-sports-fc/ratings?playerId=236642,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
245443,Aurora Galli,Aurora,Galli,,1996-12-13,29,Italy,Italy,27,168,56,Everton,116016,Barclays WSL,,CM,"CM, CDM",CDM,Midfielder,Right,77,,73,76,70,72,72,76,72,56,56,80,74,76,60,60,83,77,73,78,85,78,72,79,73,66,69,34,69,72,69,61,55,77,54,58,3,3,16,17,11,11,8,,,,,,,Women's Football,1,ea-drop-api,245443,https://www.ea.com/games/ea-sports-fc/ratings?playerId=245443,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265086,Elvira Herzog,Elvira,Herzog,,2000-03-05,26,Switzerland,Switzerland,47,179,74,RB Leipzig,116021,GPFBL,,GK,GK,,Defense,Right,77,,76,49,44,75,14,55,11,10,30,12,73,40,22,27,34,28,14,77,48,55,74,29,21,47,21,13,23,19,12,76,57,21,45,12,3,1,76,75,73,76,77,,,,,"Far Throw, Footwork, Rush Out",,Women's Football,1,ea-drop-api,265086,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265086,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
274780,Luany,Luany Vitória,da Silva Rosa,Luany,2003-02-03,23,Brazil,Brazil,54,164,54,Atlético de Madrid,116327,Liga F Moeve,,ST,"ST, RW, RM, CAM","RW, RM, CAM",Attack,Right,77,,83,81,85,76,81,77,70,66,62,82,69,76,62,57,75,61,56,80,81,72,71,81,77,43,50,64,41,37,35,73,78,85,69,68,5,3,6,10,9,7,9,,,,,Technical,,Women's Football,1,ea-drop-api,274780,https://www.ea.com/games/ea-sports-fc/ratings?playerId=274780,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
266401,Jaelin Howell,Jaelin,Howell,,1999-11-21,26,USA,United States,95,172,64,Gotham FC,116310,NWSL,,CM,"CM, CDM",CDM,Midfielder,Right,77,,65,63,66,62,63,62,64,44,54,69,68,74,43,58,80,74,53,78,73,77,79,83,72,74,80,60,76,77,63,76,71,84,72,79,4,4,12,14,12,9,11,,,,,"Anticipate, Aerial Fortress, Press Proven",,Women's Football,1,ea-drop-api,266401,https://www.ea.com/games/ea-sports-fc/ratings?playerId=266401,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
266939,Amanda Nildén,Amanda,Nildén,,1998-08-07,28,Sweden,Sweden,46,168,58,Spurs,116011,Barclays WSL,,LB,"LB, LM",LM,Defense,Left,77,,83,86,81,52,55,56,45,43,62,44,72,58,72,60,79,79,72,71,70,70,82,72,61,74,76,70,78,72,71,71,80,73,66,78,4,3,10,6,11,6,11,,,,,,,Women's Football,1,ea-drop-api,266939,https://www.ea.com/games/ea-sports-fc/ratings?playerId=266939,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267497,Shea Groom,Shea,Groom,,1993-03-04,33,USA,United States,95,168,60,Chicago Stars FC,116305,NWSL,,CM,"CM, CAM",CAM,Midfielder,Right,77,,80,79,80,73,76,72,70,63,71,81,78,77,76,61,83,75,75,77,73,47,74,81,73,61,73,67,43,70,57,54,61,75,33,78,3,3,12,5,12,9,6,,,,,"Aerial Fortress, Relentless",,Women's Football,1,ea-drop-api,267497,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267497,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267223,Olivia Moultrie,Olivia,Moultrie,,2005-09-17,20,USA,United States,95,170,60,Portland Thorns,116302,NWSL,,CM,"CM, LM, RM, CAM","LM, RM, CAM",Midfielder,Right,77,,69,70,69,74,73,77,79,59,65,76,76,75,75,70,79,76,73,76,64,69,77,79,70,66,73,53,64,70,59,61,60,79,52,62,3,4,8,8,15,14,13,,,,,"Power Shot, Dead Ball, Incisive Pass",,Women's Football,1,ea-drop-api,267223,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267223,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272206,Ana Tejada,Ana,Tejada Jiménez,Ana Tejada,2002-06-02,24,Spain,Spain,45,170,69,Utah Royals FC,131478,NWSL,,CB,"CB, CM",CM,Defense,Right,77,,72,71,73,61,58,68,67,43,51,66,70,66,63,46,80,73,56,70,68,68,75,75,70,78,78,77,78,80,77,71,83,67,72,70,2,2,7,7,11,13,13,,,,,"Block, Slide Tackle",,Women's Football,1,ea-drop-api,272206,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272206,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
