league_id,country,team_id,team_name,missing_slot_index,position,required_real_player_name,age,nationality,preferred_foot,real_world_club,source_season,source_verified,notes,current_template_players,target_squad_size,missing_players_for_team,target_overall,target_potential,target_value_eur,target_weekly_wage_eur,target_contract_years,pace,shooting,passing,defending,physical,mental,professionalism,ambition,temperament,loyalty,leadership,fifa_pace,fifa_shooting,fifa_passing,fifa_dribbling,fifa_defending,fifa_physical,fifa_diving,fifa_handling,fifa_kicking,fifa_reflexes,fifa_speed,fifa_positioning
rou,Romania,hermannstadt,FC Hermannstadt,24,ST,TBD,TBD,TBD,TBD,FC Hermannstadt,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
rou,Romania,hermannstadt,FC Hermannstadt,25,ST,TBD,TBD,TBD,TBD,FC Hermannstadt,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
fin,Finland,fc-honka,FC Honka,1,GK,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
fin,Finland,fc-honka,FC Honka,2,GK,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
fin,Finland,fc-honka,FC Honka,3,CB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,fc-honka,FC Honka,4,CB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,fc-honka,FC Honka,5,CB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,fc-honka,FC Honka,6,CB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,fc-honka,FC Honka,7,CB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,fc-honka,FC Honka,8,LB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,fc-honka,FC Honka,9,LB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,fc-honka,FC Honka,10,RB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,fc-honka,FC Honka,11,RB,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,fc-honka,FC Honka,12,CDM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
fin,Finland,fc-honka,FC Honka,13,CM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,fc-honka,FC Honka,14,CM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,fc-honka,FC Honka,15,CM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,fc-honka,FC Honka,16,CM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,fc-honka,FC Honka,17,CM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,fc-honka,FC Honka,18,CAM,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
fin,Finland,fc-honka,FC Honka,19,LW,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,fc-honka,FC Honka,20,LW,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,fc-honka,FC Honka,21,RW,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,fc-honka,FC Honka,22,RW,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,fc-honka,FC Honka,23,ST,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
fin,Finland,fc-honka,FC Honka,24,ST,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
fin,Finland,fc-honka,FC Honka,25,ST,TBD,TBD,TBD,TBD,FC Honka,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,1,GK,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,35,35,35,35,37,45,4,4,4,4,2,,,,,,,49,47,45,50,35,48
cze,Czechia,hradec-kralove,FC Hradec Králové,2,GK,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,35,35,35,35,37,45,4,4,4,4,2,,,,,,,49,47,45,50,35,48
cze,Czechia,hradec-kralove,FC Hradec Králové,3,CB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,39,35,37,51,53,47,4,4,4,4,2,39,35,37,35,51,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,4,CB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,39,35,37,51,53,47,4,4,4,4,2,39,35,37,35,51,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,5,CB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,39,35,37,51,53,47,4,4,4,4,2,39,35,37,35,51,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,6,CB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,39,35,37,51,53,47,4,4,4,4,2,39,35,37,35,51,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,7,CB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,47,55,4800000,15300,3,39,35,37,51,53,47,4,4,4,4,2,39,35,37,35,51,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,8,LB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,48,56,5200000,16200,3,53,35,46,48,49,45,4,4,4,4,2,53,35,46,50,48,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,9,LB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,48,56,5200000,16200,3,53,35,46,48,49,45,4,4,4,4,2,53,35,46,50,48,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,10,RB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,48,56,5200000,16200,3,53,35,46,48,49,45,4,4,4,4,2,53,35,46,50,48,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,11,RB,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,48,56,5200000,16200,3,53,35,46,48,49,45,4,4,4,4,2,53,35,46,50,48,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,12,CDM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,48,56,5200000,16200,3,45,36,50,52,53,49,4,4,4,4,2,45,36,50,48,52,53,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,13,CM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,48,45,53,47,49,49,5,5,5,5,3,48,45,53,54,47,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,14,CM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,48,45,53,47,49,49,5,5,5,5,3,48,45,53,54,47,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,15,CM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,48,45,53,47,49,49,5,5,5,5,3,48,45,53,54,47,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,16,CM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,48,45,53,47,49,49,5,5,5,5,3,48,45,53,54,47,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,17,CM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,48,45,53,47,49,49,5,5,5,5,3,48,45,53,54,47,49,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,18,CAM,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,52,51,57,35,41,47,5,5,5,5,3,52,51,57,59,35,41,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,19,LW,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,62,51,49,35,39,43,5,5,5,5,3,62,51,49,60,35,39,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,20,LW,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,62,51,49,35,39,43,5,5,5,5,3,62,51,49,60,35,39,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,21,RW,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,62,51,49,35,39,43,5,5,5,5,3,62,51,49,60,35,39,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,22,RW,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,62,51,49,35,39,43,5,5,5,5,3,62,51,49,60,35,39,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,23,ST,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,57,57,42,35,51,45,5,5,5,5,3,57,57,42,55,35,51,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,24,ST,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,57,57,42,35,51,45,5,5,5,5,3,57,57,42,55,35,51,,,,,,
cze,Czechia,hradec-kralove,FC Hradec Králové,25,ST,TBD,TBD,TBD,TBD,FC Hradec Králové,2025/26,no,,0,25,25,49,57,5600000,17100,3,57,57,42,35,51,45,5,5,5,5,3,57,57,42,55,35,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,1,GK,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
fin,Finland,inter-turku,FC Inter Turku,2,GK,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
fin,Finland,inter-turku,FC Inter Turku,3,CB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,4,CB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,5,CB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,6,CB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,7,CB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,8,LB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,9,LB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,10,RB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,11,RB,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,12,CDM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
fin,Finland,inter-turku,FC Inter Turku,13,CM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,14,CM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,15,CM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,16,CM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,17,CM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
fin,Finland,inter-turku,FC Inter Turku,18,CAM,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
fin,Finland,inter-turku,FC Inter Turku,19,LW,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,inter-turku,FC Inter Turku,20,LW,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,inter-turku,FC Inter Turku,21,RW,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,inter-turku,FC Inter Turku,22,RW,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
fin,Finland,inter-turku,FC Inter Turku,23,ST,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
fin,Finland,inter-turku,FC Inter Turku,24,ST,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
fin,Finland,inter-turku,FC Inter Turku,25,ST,TBD,TBD,TBD,TBD,FC Inter Turku,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
svk,Slovakia,kosice,FC Košice,1,GK,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
svk,Slovakia,kosice,FC Košice,2,GK,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
svk,Slovakia,kosice,FC Košice,3,CB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
svk,Slovakia,kosice,FC Košice,4,CB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
svk,Slovakia,kosice,FC Košice,5,CB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
svk,Slovakia,kosice,FC Košice,6,CB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
svk,Slovakia,kosice,FC Košice,7,CB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
svk,Slovakia,kosice,FC Košice,8,LB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
svk,Slovakia,kosice,FC Košice,9,LB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
svk,Slovakia,kosice,FC Košice,10,RB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
svk,Slovakia,kosice,FC Košice,11,RB,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
svk,Slovakia,kosice,FC Košice,12,CDM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
svk,Slovakia,kosice,FC Košice,13,CM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
svk,Slovakia,kosice,FC Košice,14,CM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
svk,Slovakia,kosice,FC Košice,15,CM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
svk,Slovakia,kosice,FC Košice,16,CM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
svk,Slovakia,kosice,FC Košice,17,CM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
svk,Slovakia,kosice,FC Košice,18,CAM,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
svk,Slovakia,kosice,FC Košice,19,LW,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
svk,Slovakia,kosice,FC Košice,20,LW,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
svk,Slovakia,kosice,FC Košice,21,RW,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
svk,Slovakia,kosice,FC Košice,22,RW,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
svk,Slovakia,kosice,FC Košice,23,ST,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
svk,Slovakia,kosice,FC Košice,24,ST,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
svk,Slovakia,kosice,FC Košice,25,ST,TBD,TBD,TBD,TBD,FC Košice,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,1,GK,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
bgr,Bulgaria,krumovgrad,FC Krumovgrad,2,GK,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
bgr,Bulgaria,krumovgrad,FC Krumovgrad,3,CB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,4,CB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,5,CB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,6,CB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,7,CB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,8,LB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,9,LB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,10,RB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,11,RB,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,12,CDM,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,13,CM,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,krumovgrad,FC Krumovgrad,14,CM,TBD,TBD,TBD,TBD,FC Krumovgrad,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
